Compressive displacement,Primary force measurement,Time measurement
(mm),(kN),(s)
"1.22054","24.73276","29.32000"
"1.22162","24.75338","29.34000"
"1.22255","24.77037","29.36000"
"1.22318","24.77256","29.38000"
"1.22372","24.75641","29.40000"
"1.22451","24.73846","29.42000"
"1.22546","24.73841","29.44000"
"1.22633","24.75187","29.46000"
"1.22722","24.76403","29.48000"
"1.22798","24.77186","29.50000"
"1.22862","24.76977","29.52000"
"1.22944","24.76317","29.54000"
"1.23049","24.76823","29.56000"
"1.23156","24.78703","29.58000"
"1.23256","24.80611","29.60000"
"1.23328","24.81331","29.62000"
"1.23381","24.80148","29.64000"
"1.23452","24.78208","29.66000"
"1.23545","24.77624","29.68000"
"1.23635","24.78749","29.70000"
"1.23723","24.80064","29.72000"
"1.23804","24.81022","29.74000"
"1.23867","24.81039","29.76000"
"1.23940","24.80248","29.78000"
"1.24039","24.80149","29.80000"
"1.24147","24.81684","29.82000"
"1.24253","24.83821","29.84000"
"1.24336","24.85159","29.86000"
"1.24391","24.84576","29.88000"
"1.24453","24.82570","29.90000"
"1.24543","24.81368","29.92000"
"1.24634","24.82103","29.94000"
"1.24721","24.83486","29.96000"
"1.24804","24.84503","29.98000"
"1.24868","24.84713","30.00000"
"1.24935","24.83968","30.02000"
"1.25028","24.83577","30.04000"
"1.25139","24.84833","30.06000"
"1.25249","24.87110","30.08000"
"1.25342","24.88912","30.10000"
"1.25403","24.88944","30.12000"
"1.25461","24.87140","30.14000"
"1.25544","24.85537","30.16000"
"1.25635","24.85703","30.18000"
"1.25719","24.86849","30.20000"
"1.25805","24.87838","30.22000"
"1.25876","24.88364","30.24000"
"1.25940","24.87954","30.26000"
"1.26026","24.87379","30.28000"
"1.26134","24.88141","30.30000"
"1.26244","24.90204","30.32000"
"1.26342","24.92182","30.34000"
"1.26410","24.92754","30.36000"
"1.26463","24.91329","30.38000"
"1.26538","24.89357","30.40000"
"1.26630","24.88986","30.42000"
"1.26716","24.90111","30.44000"
"1.26804","24.91286","30.46000"
"1.26880","24.92054","30.48000"
"1.26945","24.91923","30.50000"
"1.27024","24.91297","30.52000"
"1.27127","24.91596","30.54000"
"1.27237","24.93325","30.56000"
"1.27343","24.95436","30.58000"
"1.27417","24.96530","30.60000"
"1.27469","24.95456","30.62000"
"1.27536","24.93301","30.64000"
"1.27628","24.92462","30.66000"
"1.27715","24.93420","30.68000"
"1.27803","24.94699","30.70000"
"1.27885","24.95659","30.72000"
"1.27951","24.95855","30.74000"
"1.28023","24.95230","30.76000"
"1.28120","24.95090","30.78000"
"1.28229","24.96447","30.80000"
"1.28337","24.98575","30.82000"
"1.28420","25.00036","30.84000"
"1.28473","24.99530","30.86000"
"1.28532","24.97386","30.88000"
"1.28618","24.95894","30.90000"
"1.28711","24.96487","30.92000"
"1.28799","24.98005","30.94000"
"1.28886","24.99241","30.96000"
"1.28953","24.99720","30.98000"
"1.29022","24.99157","31.00000"
"1.29113","24.98732","31.02000"
"1.29222","24.99778","31.04000"
"1.29333","25.01867","31.06000"
"1.29426","25.03624","31.08000"
"1.29485","25.03673","31.10000"
"1.29540","25.01786","31.12000"
"1.29620","24.99928","31.14000"
"1.29713","24.99964","31.16000"
"1.29799","25.01242","31.18000"
"1.29887","25.02435","31.20000"
"1.29960","25.03119","31.22000"
"1.30026","25.02840","31.24000"
"1.30112","25.02308","31.26000"
"1.30217","25.02993","31.28000"
"1.30326","25.04870","31.30000"
"1.30426","25.06739","31.32000"
"1.30493","25.07336","31.34000"
"1.30547","25.05884","31.36000"
"1.30622","25.03851","31.38000"
"1.30717","25.03488","31.40000"
"1.30805","25.04748","31.42000"
"1.30892","25.05989","31.44000"
"1.30966","25.06676","31.46000"
"1.31029","25.06331","31.48000"
"1.31108","25.05564","31.50000"
"1.31213","25.05908","31.52000"
"1.31323","25.07813","31.54000"
"1.31427","25.10016","31.56000"
"1.31501","25.11009","31.58000"
"1.31554","25.09860","31.60000"
"1.31624","25.07697","31.62000"
"1.31716","25.06937","31.64000"
"1.31803","25.07905","31.66000"
"1.31888","25.09099","31.68000"
"1.31968","25.09916","31.70000"
"1.32032","25.09887","31.72000"
"1.32105","25.09201","31.74000"
"1.32204","25.09207","31.76000"
"1.32312","25.10785","31.78000"
"1.32420","25.12952","31.80000"
"1.32504","25.14396","31.82000"
"1.32558","25.13879","31.84000"
"1.32622","25.11829","31.86000"
"1.32711","25.10618","31.88000"
"1.32800","25.11305","31.90000"
"1.32885","25.12485","31.92000"
"1.32969","25.13413","31.94000"
"1.33035","25.13703","31.96000"
"1.33102","25.13022","31.98000"
"1.33193","25.12597","32.00000"
"1.33301","25.13672","32.02000"
"1.33411","25.15824","32.04000"
"1.33504","25.17711","32.06000"
"1.33563","25.17849","32.08000"
"1.33621","25.16022","32.10000"
"1.33703","25.14296","32.12000"
"1.33796","25.14472","32.14000"
"1.33881","25.15687","32.16000"
"1.33970","25.16758","32.18000"
"1.34040","25.17340","32.20000"
"1.34106","25.16883","32.22000"
"1.34193","25.16299","32.24000"
"1.34301","25.17095","32.26000"
"1.34412","25.19175","32.28000"
"1.34510","25.21146","32.30000"
"1.34573","25.21496","32.32000"
"1.34627","25.19736","32.34000"
"1.34704","25.17729","32.36000"
"1.34798","25.17556","32.38000"
"1.34885","25.18769","32.40000"
"1.34973","25.19922","32.42000"
"1.35046","25.20592","32.44000"
"1.35111","25.20294","32.46000"
"1.35195","25.19627","32.48000"
"1.35302","25.20227","32.50000"
"1.35411","25.22216","32.52000"
"1.35511","25.24202","32.54000"
"1.35580","25.24841","32.56000"
"1.35632","25.23367","32.58000"
"1.35704","25.21229","32.60000"
"1.35796","25.20678","32.62000"
"1.35884","25.21806","32.64000"
"1.35971","25.23065","32.66000"
"1.36050","25.23911","32.68000"
"1.36114","25.23858","32.70000"
"1.36191","25.23137","32.72000"
"1.36291","25.23270","32.74000"
"1.36400","25.24927","32.76000"
"1.36507","25.27104","32.78000"
"1.36585","25.28369","32.80000"
"1.36638","25.27517","32.82000"
"1.36703","25.25336","32.84000"
"1.36792","25.24213","32.86000"
"1.36881","25.24970","32.88000"
"1.36970","25.26261","32.90000"
"1.37053","25.27309","32.92000"
"1.37119","25.27585","32.94000"
"1.37192","25.26969","32.96000"
"1.37289","25.26801","32.98000"
"1.37396","25.28138","33.00000"
"1.37501","25.30138","33.02000"
"1.37584","25.31452","33.04000"
"1.37638","25.30940","33.06000"
"1.37699","25.28872","33.08000"
"1.37786","25.27491","33.10000"
"1.37879","25.28098","33.12000"
"1.37967","25.29550","33.14000"
"1.38053","25.30733","33.16000"
"1.38121","25.31142","33.18000"
"1.38189","25.30505","33.20000"
"1.38280","25.30034","33.22000"
"1.38387","25.31043","33.24000"
"1.38494","25.32989","33.26000"
"1.38586","25.34596","33.28000"
"1.38648","25.34683","33.30000"
"1.38705","25.32953","33.32000"
"1.38788","25.31283","33.34000"
"1.38883","25.31454","33.36000"
"1.38971","25.32816","33.38000"
"1.39059","25.34015","33.40000"
"1.39129","25.34549","33.42000"
"1.39193","25.33948","33.44000"
"1.39277","25.33141","33.46000"
"1.39384","25.33779","33.48000"
"1.39495","25.35791","33.50000"
"1.39594","25.37807","33.52000"
"1.39660","25.38364","33.54000"
"1.39713","25.36800","33.56000"
"1.39788","25.34710","33.58000"
"1.39881","25.34305","33.60000"
"1.39968","25.35458","33.62000"
"1.40055","25.36661","33.64000"
"1.40131","25.37462","33.66000"
"1.40194","25.37292","33.68000"
"1.40272","25.36504","33.70000"
"1.40375","25.36688","33.72000"
"1.40487","25.38489","33.74000"
"1.40593","25.40725","33.76000"
"1.40668","25.41862","33.78000"
"1.40719","25.40795","33.80000"
"1.40787","25.38560","33.82000"
"1.40878","25.37597","33.84000"
"1.40967","25.38554","33.86000"
"1.41056","25.39906","33.88000"
"1.41138","25.40883","33.90000"
"1.41202","25.40967","33.92000"
"1.41275","25.40176","33.94000"
"1.41372","25.39973","33.96000"
"1.41480","25.41388","33.98000"
"1.41586","25.43472","34.00000"
"1.41670","25.44846","34.02000"
"1.41724","25.44352","34.04000"
"1.41787","25.42309","34.06000"
"1.41874","25.40971","34.08000"
"1.41965","25.41530","34.10000"
"1.42051","25.42844","34.12000"
"1.42137","25.43856","34.14000"
"1.42204","25.44203","34.16000"
"1.42271","25.43580","34.18000"
"1.42361","25.43091","34.20000"
"1.42469","25.44066","34.22000"
"1.42578","25.46172","34.24000"
"1.42671","25.48017","34.26000"
"1.42732","25.48166","34.28000"
"1.42788","25.46306","34.30000"
"1.42870","25.44496","34.32000"
"1.42963","25.44574","34.34000"
"1.43048","25.45787","34.36000"
"1.43138","25.46877","34.38000"
"1.43210","25.47527","34.40000"
"1.43276","25.47197","34.42000"
"1.43362","25.46602","34.44000"
"1.43470","25.47268","34.46000"
"1.43579","25.49264","34.48000"
"1.43677","25.51162","34.50000"
"1.43743","25.51570","34.52000"
"1.43795","25.49908","34.54000"
"1.43870","25.47771","34.56000"
"1.43964","25.47376","34.58000"
"1.44054","25.48651","34.60000"
"1.44143","25.49988","34.62000"
"1.44220","25.50864","34.64000"
"1.44282","25.50629","34.66000"
"1.44361","25.49736","34.68000"
"1.44464","25.49933","34.70000"
"1.44572","25.51673","34.72000"
"1.44673","25.53671","34.74000"
"1.44749","25.54550","34.76000"
"1.44801","25.53502","34.78000"
"1.44867","25.51399","34.80000"
"1.44960","25.50438","34.82000"
"1.45051","25.51405","34.84000"
"1.45140","25.52855","34.86000"
"1.45223","25.53872","34.88000"
"1.45287","25.54027","34.90000"
"1.45358","25.53232","34.92000"
"1.45453","25.52915","34.94000"
"1.45561","25.54176","34.96000"
"1.45668","25.56237","34.98000"
"1.45756","25.57725","35.00000"
"1.45814","25.57481","35.02000"
"1.45874","25.55567","35.04000"
"1.45958","25.54033","35.06000"
"1.46049","25.54363","35.08000"
"1.46135","25.55608","35.10000"
"1.46221","25.56667","35.12000"
"1.46288","25.57096","35.14000"
"1.46353","25.56435","35.16000"
"1.46440","25.55804","35.18000"
"1.46548","25.56669","35.20000"
"1.46657","25.58752","35.22000"
"1.46754","25.60671","35.24000"
"1.46821","25.61118","35.26000"
"1.46876","25.59574","35.28000"
"1.46954","25.57698","35.30000"
"1.47047","25.57496","35.32000"
"1.47134","25.58619","35.34000"
"1.47221","25.59700","35.36000"
"1.47295","25.60371","35.38000"
"1.47359","25.60025","35.40000"
"1.47440","25.59262","35.42000"
"1.47546","25.59698","35.44000"
"1.47656","25.61626","35.46000"
"1.47758","25.63690","35.48000"
"1.47830","25.64488","35.50000"
"1.47883","25.63157","35.52000"
"1.47953","25.60956","35.54000"
"1.48045","25.60206","35.56000"
"1.48131","25.61172","35.58000"
"1.48218","25.62379","35.60000"
"1.48298","25.63282","35.62000"
"1.48364","25.63335","35.64000"
"1.48440","25.62644","35.66000"
"1.48539","25.62673","35.68000"
"1.48649","25.64203","35.70000"
"1.48757","25.66290","35.72000"
"1.48838","25.67644","35.74000"
"1.48890","25.66881","35.76000"
"1.48955","25.64637","35.78000"
"1.49044","25.63394","35.80000"
"1.49133","25.64056","35.82000"
"1.49220","25.65268","35.84000"
"1.49305","25.66238","35.86000"
"1.49372","25.66532","35.88000"
"1.49442","25.65899","35.90000"
"1.49537","25.65587","35.92000"
"1.49647","25.66793","35.94000"
"1.49757","25.68930","35.96000"
"1.49844","25.70588","35.98000"
"1.49897","25.70274","36.00000"
"1.49953","25.68031","36.02000"
"1.50035","25.66201","36.04000"
"1.50129","25.66513","36.06000"
"1.50217","25.67958","36.08000"
"1.50306","25.69287","36.10000"
"1.50375","25.69905","36.12000"
"1.50441","25.69380","36.14000"
"1.50528","25.68748","36.16000"
"1.50635","25.69506","36.18000"
"1.50744","25.71506","36.20000"
"1.50841","25.73422","36.22000"
"1.50905","25.73777","36.24000"
"1.50959","25.72070","36.26000"
"1.51036","25.70058","36.28000"
"1.51129","25.69784","36.30000"
"1.51217","25.70968","36.32000"
"1.51304","25.72171","36.34000"
"1.51378","25.72894","36.36000"
"1.51443","25.72599","36.38000"
"1.51524","25.71847","36.40000"
"1.51628","25.72245","36.42000"
"1.51735","25.74080","36.44000"
"1.51838","25.76127","36.46000"
"1.51912","25.76993","36.48000"
"1.51966","25.75824","36.50000"
"1.52038","25.73721","36.52000"
"1.52131","25.73019","36.54000"
"1.52221","25.74028","36.56000"
"1.52310","25.75323","36.58000"
"1.52386","25.76146","36.60000"
"1.52449","25.75901","36.62000"
"1.52524","25.74974","36.64000"
"1.52624","25.74958","36.66000"
"1.52733","25.76546","36.68000"
"1.52838","25.78671","36.70000"
"1.52920","25.79940","36.72000"
"1.52975","25.79216","36.74000"
"1.53041","25.77137","36.76000"
"1.53131","25.76010","36.78000"
"1.53219","25.76690","36.80000"
"1.53304","25.77868","36.82000"
"1.53385","25.78695","36.84000"
"1.53450","25.78767","36.86000"
"1.53522","25.78079","36.88000"
"1.53617","25.77906","36.90000"
"1.53726","25.79263","36.92000"
"1.53834","25.81370","36.94000"
"1.53923","25.82898","36.96000"
"1.53980","25.82642","36.98000"
"1.54042","25.80628","37.00000"
"1.54129","25.79160","37.02000"
"1.54220","25.79600","37.04000"
"1.54305","25.80810","37.06000"
"1.54390","25.81783","37.08000"
"1.54455","25.82075","37.10000"
"1.54520","25.81340","37.12000"
"1.54606","25.80680","37.14000"
"1.54714","25.81513","37.16000"
"1.54826","25.83689","37.18000"
"1.54924","25.85805","37.20000"
"1.54988","25.86283","37.22000"
"1.55045","25.84587","37.24000"
"1.55124","25.82641","37.26000"
"1.55214","25.82464","37.28000"
"1.55299","25.83501","37.30000"
"1.55387","25.84513","37.32000"
"1.55459","25.85167","37.34000"
"1.55524","25.84842","37.36000"
"1.55608","25.84180","37.38000"
"1.55713","25.84718","37.40000"
"1.55822","25.86660","37.42000"
"1.55923","25.88674","37.44000"
"1.55992","25.89359","37.46000"
"1.56045","25.87879","37.48000"
"1.56119","25.85706","37.50000"
"1.56212","25.85159","37.52000"
"1.56299","25.86248","37.54000"
"1.56387","25.87450","37.56000"
"1.56464","25.88259","37.58000"
"1.56529","25.88101","37.60000"
"1.56608","25.87332","37.62000"
"1.56712","25.87566","37.64000"
"1.56821","25.89361","37.66000"
"1.56925","25.91453","37.68000"
"1.57000","25.92446","37.70000"
"1.57052","25.91318","37.72000"
"1.57120","25.89035","37.74000"
"1.57211","25.88019","37.76000"
"1.57297","25.88841","37.78000"
"1.57383","25.90016","37.80000"
"1.57468","25.90945","37.82000"
"1.57534","25.91205","37.84000"
"1.57607","25.90579","37.86000"
"1.57705","25.90458","37.88000"
"1.57813","25.91855","37.90000"
"1.57920","25.93947","37.92000"
"1.58004","25.95364","37.94000"
"1.58058","25.94747","37.96000"
"1.58119","25.92529","37.98000"
"1.58206","25.91028","38.00000"
"1.58296","25.91521","38.02000"
"1.58384","25.92806","38.04000"
"1.58472","25.93953","38.06000"
"1.58541","25.94461","38.08000"
"1.58611","25.93951","38.10000"
"1.58705","25.93605","38.12000"
"1.58812","25.94675","38.14000"
"1.58917","25.96611","38.16000"
"1.59006","25.98054","38.18000"
"1.59063","25.97806","38.20000"
"1.59121","25.95805","38.22000"
"1.59206","25.94148","38.24000"
"1.59300","25.94491","38.26000"
"1.59388","25.95896","38.28000"
"1.59475","25.97079","38.30000"
"1.59545","25.97589","38.32000"
"1.59611","25.97047","38.34000"
"1.59697","25.96403","38.36000"
"1.59803","25.97098","38.38000"
"1.59908","25.98953","38.40000"
"1.60004","26.00664","38.42000"
"1.60070","26.01032","38.44000"
"1.60127","25.99557","38.46000"
"1.60205","25.97726","38.48000"
"1.60298","25.97525","38.50000"
"1.60384","25.98662","38.52000"
"1.60472","25.99776","38.54000"
"1.60545","26.00439","38.56000"
"1.60608","26.00035","38.58000"
"1.60688","25.99136","38.60000"
"1.60792","25.99412","38.62000"
"1.60901","26.01276","38.64000"
"1.61005","26.03476","38.66000"
"1.61080","26.04474","38.68000"
"1.61134","26.03319","38.70000"
"1.61204","26.01140","38.72000"
"1.61296","26.00338","38.74000"
"1.61383","26.01241","38.76000"
"1.61471","26.02395","38.78000"
"1.61551","26.03270","38.80000"
"1.61615","26.03270","38.82000"
"1.61691","26.02507","38.84000"
"1.61791","26.02461","38.86000"
"1.61900","26.04021","38.88000"
"1.62008","26.06172","38.90000"
"1.62090","26.07487","38.92000"
"1.62143","26.06741","38.94000"
"1.62208","26.04496","38.96000"
"1.62296","26.03175","38.98000"
"1.62383","26.03737","39.00000"
"1.62469","26.04906","39.02000"
"1.62554","26.05881","39.04000"
"1.62620","26.06204","39.06000"
"1.62690","26.05577","39.08000"
"1.62784","26.05230","39.10000"
"1.62891","26.06371","39.12000"
"1.62999","26.08432","39.14000"
"1.63089","26.10030","39.16000"
"1.63147","26.09881","39.18000"
"1.63206","26.07903","39.20000"
"1.63289","26.06252","39.22000"
"1.63380","26.06502","39.24000"
"1.63466","26.07744","39.26000"
"1.63553","26.08795","39.28000"
"1.63623","26.09317","39.30000"
"1.63689","26.08830","39.32000"
"1.63776","26.08218","39.34000"
"1.63884","26.09002","39.36000"
"1.63995","26.11096","39.38000"
"1.64093","26.13103","39.40000"
"1.64156","26.13504","39.42000"
"1.64209","26.11678","39.44000"
"1.64286","26.09549","39.46000"
"1.64378","26.09214","39.48000"
"1.64462","26.10261","39.50000"
"1.64551","26.11316","39.52000"
"1.64627","26.12088","39.54000"
"1.64693","26.11969","39.56000"
"1.64775","26.11354","39.58000"
"1.64882","26.11836","39.60000"
"1.64990","26.13782","39.62000"
"1.65093","26.15794","39.64000"
"1.65164","26.16529","39.66000"
"1.65215","26.15076","39.68000"
"1.65284","26.12712","39.70000"
"1.65376","26.11808","39.72000"
"1.65465","26.12817","39.74000"
"1.65554","26.14177","39.76000"
"1.65636","26.15204","39.78000"
"1.65700","26.15281","39.80000"
"1.65775","26.14496","39.82000"
"1.65876","26.14436","39.84000"
"1.65984","26.15988","39.86000"
"1.66088","26.18002","39.88000"
"1.66169","26.19129","39.90000"
"1.66224","26.18389","39.92000"
"1.66287","26.16234","39.94000"
"1.66375","26.14904","39.96000"
"1.66466","26.15531","39.98000"
"1.66553","26.16841","40.00000"
"1.66639","26.17926","40.02000"
"1.66706","26.18339","40.04000"
"1.66775","26.17673","40.06000"
"1.66867","26.17185","40.08000"
"1.66975","26.18238","40.10000"
"1.67083","26.20289","40.12000"
"1.67175","26.21929","40.14000"
"1.67236","26.21908","40.16000"
"1.67294","26.20024","40.18000"
"1.67375","26.18215","40.20000"
"1.67467","26.18243","40.22000"
"1.67553","26.19376","40.24000"
"1.67640","26.20481","40.26000"
"1.67709","26.21075","40.28000"
"1.67774","26.20576","40.30000"
"1.67859","26.19907","40.32000"
"1.67967","26.20635","40.34000"
"1.68077","26.22680","40.36000"
"1.68176","26.24654","40.38000"
"1.68245","26.25214","40.40000"
"1.68300","26.23728","40.42000"
"1.68374","26.21607","40.44000"
"1.68465","26.21059","40.46000"
"1.68550","26.22023","40.48000"
"1.68637","26.23107","40.50000"
"1.68714","26.23894","40.52000"
"1.68778","26.23816","40.54000"
"1.68856","26.23086","40.56000"
"1.68960","26.23302","40.58000"
"1.69068","26.25059","40.60000"
"1.69172","26.27151","40.62000"
"1.69248","26.28174","40.64000"
"1.69301","26.27090","40.66000"
"1.69367","26.24839","40.68000"
"1.69458","26.23790","40.70000"
"1.69546","26.24623","40.72000"
"1.69633","26.25876","40.74000"
"1.69715","26.26803","40.76000"
"1.69780","26.26925","40.78000"
"1.69854","26.26217","40.80000"
"1.69952","26.26059","40.82000"
"1.70062","26.27519","40.84000"
"1.70172","26.29739","40.86000"
"1.70258","26.31267","40.88000"
"1.70312","26.30757","40.90000"
"1.70373","26.28440","40.92000"
"1.70459","26.26772","40.94000"
"1.70548","26.27169","40.96000"
"1.70634","26.28400","40.98000"
"1.70721","26.29443","41.00000"
"1.70790","26.29929","41.02000"
"1.70859","26.29398","41.04000"
"1.70950","26.28912","41.06000"
"1.71058","26.29865","41.08000"
"1.71167","26.31846","41.10000"
"1.71260","26.33606","41.12000"
"1.71318","26.33688","41.14000"
"1.71373","26.31696","41.16000"
"1.71452","26.29671","41.18000"
"1.71545","26.29589","41.20000"
"1.71633","26.30912","41.22000"
"1.71724","26.32205","41.24000"
"1.71798","26.33036","41.26000"
"1.71865","26.32705","41.28000"
"1.71949","26.32003","41.30000"
"1.72055","26.32503","41.32000"
"1.72163","26.34315","41.34000"
"1.72260","26.36145","41.36000"
"1.72326","26.36622","41.38000"
"1.72377","26.34991","41.40000"
"1.72449","26.32776","41.42000"
"1.72543","26.32230","41.44000"
"1.72632","26.33467","41.46000"
"1.72721","26.34858","41.48000"
"1.72799","26.35804","41.50000"
"1.72864","26.35730","41.52000"
"1.72942","26.34958","41.54000"
"1.73043","26.35094","41.56000"
"1.73149","26.36676","41.58000"
"1.73252","26.38571","41.60000"
"1.73331","26.39644","41.62000"
"1.73385","26.38774","41.64000"
"1.73453","26.36653","41.66000"
"1.73545","26.35649","41.68000"
"1.73637","26.36514","41.70000"
"1.73723","26.37837","41.72000"
"1.73803","26.38712","41.74000"
"1.73867","26.38625","41.76000"
"1.73940","26.37752","41.78000"
"1.74038","26.37592","41.80000"
"1.74146","26.39055","41.82000"
"1.74252","26.41135","41.84000"
"1.74337","26.42471","41.86000"
"1.74391","26.41900","41.88000"
"1.74453","26.39730","41.90000"
"1.74540","26.38243","41.92000"
"1.74630","26.38752","41.94000"
"1.74716","26.40049","41.96000"
"1.74801","26.41085","41.98000"
"1.74869","26.41440","42.00000"
"1.74938","26.40879","42.02000"
"1.75031","26.40495","42.04000"
"1.75139","26.41593","42.06000"
"1.75249","26.43662","42.08000"
"1.75342","26.45371","42.10000"
"1.75402","26.45365","42.12000"
"1.75461","26.43378","42.14000"
"1.75544","26.41551","42.16000"
"1.75634","26.41654","42.18000"
"1.75719","26.42760","42.20000"
"1.75806","26.43743","42.22000"
"1.75875","26.44272","42.24000"
"1.75940","26.43790","42.26000"
"1.76025","26.43083","42.28000"
"1.76132","26.43689","42.30000"
"1.76242","26.45712","42.32000"
"1.76343","26.47817","42.34000"
"1.76410","26.48479","42.36000"
"1.76465","26.46938","42.38000"
"1.76541","26.44844","42.40000"
"1.76632","26.44370","42.42000"
"1.76717","26.45318","42.44000"
"1.76804","26.46403","42.46000"
"1.76880","26.47128","42.48000"
"1.76945","26.46924","42.50000"
"1.77025","26.46244","42.52000"
"1.77129","26.46598","42.54000"
"1.77237","26.48390","42.56000"
"1.77340","26.50394","42.58000"
"1.77413","26.51292","42.60000"
"1.77466","26.50077","42.62000"
"1.77536","26.47865","42.64000"
"1.77627","26.46979","42.66000"
"1.77713","26.47901","42.68000"
"1.77801","26.49084","42.70000"
"1.77883","26.50010","42.72000"
"1.77949","26.50131","42.74000"
"1.78024","26.49459","42.76000"
"1.78125","26.49456","42.78000"
"1.78232","26.50949","42.80000"
"1.78336","26.52899","42.82000"
"1.78416","26.54009","42.84000"
"1.78469","26.53164","42.86000"
"1.78533","26.50959","42.88000"
"1.78623","26.49723","42.90000"
"1.78714","26.50490","42.92000"
"1.78803","26.51879","42.94000"
"1.78888","26.52989","42.96000"
"1.78955","26.53261","42.98000"
"1.79024","26.52442","43.00000"
"1.79118","26.51934","43.02000"
"1.79226","26.53087","43.04000"
"1.79333","26.55220","43.06000"
"1.79422","26.56854","43.08000"
"1.79479","26.56588","43.10000"
"1.79538","26.54426","43.12000"
"1.79623","26.52712","43.14000"
"1.79715","26.53062","43.16000"
"1.79804","26.54395","43.18000"
"1.79891","26.55581","43.20000"
"1.79960","26.56090","43.22000"
"1.80028","26.55485","43.24000"
"1.80118","26.54905","43.26000"
"1.80225","26.55788","43.28000"
"1.80330","26.57697","43.30000"
"1.80422","26.59285","43.32000"
"1.80483","26.59317","43.34000"
"1.80539","26.57479","43.36000"
"1.80621","26.55659","43.38000"
"1.80715","26.55736","43.40000"
"1.80803","26.57052","43.42000"
"1.80892","26.58261","43.44000"
"1.80964","26.58921","43.46000"
"1.81028","26.58464","43.48000"
"1.81110","26.57640","43.50000"
"1.81213","26.58072","43.52000"
"1.81320","26.59914","43.54000"
"1.81420","26.61835","43.56000"
"1.81492","26.62558","43.58000"
"1.81547","26.61291","43.60000"
"1.81621","26.59256","43.62000"
"1.81713","26.58652","43.64000"
"1.81800","26.59625","43.66000"
"1.81889","26.60802","43.68000"
"1.81964","26.61598","43.70000"
"1.82026","26.61299","43.72000"
"1.82102","26.60357","43.74000"
"1.82204","26.60417","43.76000"
"1.82314","26.62206","43.78000"
"1.82420","26.64485","43.80000"
"1.82499","26.65726","43.82000"
"1.82552","26.64785","43.84000"
"1.82619","26.62493","43.86000"
"1.82711","26.61347","43.88000"
"1.82799","26.62155","43.90000"
"1.82886","26.63394","43.92000"
"1.82968","26.64250","43.94000"
"1.83032","26.64307","43.96000"
"1.83103","26.63480","43.98000"
"1.83200","26.63191","44.00000"
"1.83311","26.64621","44.02000"
"1.83419","26.66928","44.04000"
"1.83506","26.68541","44.06000"
"1.83561","26.68076","44.08000"
"1.83622","26.65829","44.10000"
"1.83709","26.64229","44.12000"
"1.83799","26.64664","44.14000"
"1.83885","26.65894","44.16000"
"1.83972","26.66888","44.18000"
"1.84039","26.67278","44.20000"
"1.84105","26.66599","44.22000"
"1.84195","26.65989","44.24000"
"1.84303","26.66867","44.26000"
"1.84412","26.68983","44.28000"
"1.84508","26.70885","44.30000"
"1.84570","26.71166","44.32000"
"1.84628","26.69342","44.34000"
"1.84710","26.67439","44.36000"
"1.84803","26.67386","44.38000"
"1.84889","26.68537","44.40000"
"1.84976","26.69608","44.42000"
"1.85045","26.70068","44.44000"
"1.85108","26.69390","44.46000"
"1.85191","26.68528","44.48000"
"1.85298","26.69107","44.50000"
"1.85410","26.71250","44.52000"
"1.85511","26.73508","44.54000"
"1.85577","26.74241","44.56000"
"1.85627","26.72587","44.58000"
"1.85701","26.70202","44.60000"
"1.85795","26.69598","44.62000"
"1.85882","26.70775","44.64000"
"1.85971","26.72041","44.66000"
"1.86047","26.72918","44.68000"
"1.86111","26.72784","44.70000"
"1.86189","26.71958","44.72000"
"1.86292","26.72095","44.74000"
"1.86401","26.73849","44.76000"
"1.86504","26.75955","44.78000"
"1.86583","26.77034","44.80000"
"1.86637","26.76050","44.82000"
"1.86704","26.73788","44.84000"
"1.86795","26.72644","44.86000"
"1.86885","26.73465","44.88000"
"1.86971","26.74757","44.90000"
"1.87055","26.75682","44.92000"
"1.87119","26.75822","44.94000"
"1.87190","26.75004","44.96000"
"1.87286","26.74650","44.98000"
"1.87394","26.75976","45.00000"
"1.87499","26.78079","45.02000"
"1.87586","26.79496","45.04000"
"1.87645","26.79159","45.06000"
"1.87704","26.77146","45.08000"
"1.87790","26.75526","45.10000"
"1.87882","26.75882","45.12000"
"1.87968","26.77166","45.14000"
"1.88056","26.78230","45.16000"
"1.88124","26.78684","45.18000"
"1.88190","26.78061","45.20000"
"1.88278","26.77375","45.22000"
"1.88387","26.78189","45.24000"
"1.88496","26.80295","45.26000"
"1.88593","26.82183","45.28000"
"1.88657","26.82498","45.30000"
"1.88712","26.80740","45.32000"
"1.88790","26.78645","45.34000"
"1.88883","26.78397","45.36000"
"1.88969","26.79535","45.38000"
"1.89056","26.80667","45.40000"
"1.89130","26.81347","45.42000"
"1.89193","26.80988","45.44000"
"1.89275","26.80209","45.46000"
"1.89382","26.80639","45.48000"
"1.89492","26.82595","45.50000"
"1.89594","26.84696","45.52000"
"1.89665","26.85440","45.54000"
"1.89719","26.84074","45.56000"
"1.89791","26.81889","45.58000"
"1.89881","26.81111","45.60000"
"1.89968","26.82001","45.62000"
"1.90054","26.83123","45.64000"
"1.90133","26.83941","45.66000"
"1.90196","26.83880","45.68000"
"1.90271","26.83108","45.70000"
"1.90373","26.83130","45.72000"
